121.807509,31.498154
121.822123,31.450799
121.834806,31.361769
121.836517,31.35163
121.839428,31.341098
121.839506,31.340934
121.829453,31.352858
121.839078,31.343045
121.841202,31.341457
121.838843,31.341192
121.720873,31.397392
121.84029,31.338872
121.840285,31.338382
121.790009,31.355273
121.812152,31.371218
121.858898,31.332322
121.841992,31.338347
121.840157,31.338557
121.778065,31.348566
121.774255,31.35914
121.769251,31.35816
121.789782,31.346936
121.759258,31.350723
121.778414,31.341523
121.792125,31.474589
121.791544,31.474852
121.771807,31.363343
121.792522,31.475504
121.768574,31.358273
121.770947,31.356797
121.768407,31.358411
121.769208,31.355656
121.768976,31.358306
121.758158,31.37394
121.789506,31.355947
121.833482,31.497945
121.84591,31.31941
121.780899,31.341336
121.778161,31.341776
121.756346,31.379977
121.777801,31.340785
121.777406,31.340944
121.809687,31.497202
121.777518,31.34923
121.755573,31.384559
121.751325,31.380959
121.759868,31.350358
121.807603,31.498795
121.80833,31.498417
121.808205,31.499148
121.756781,31.369946
121.777888,31.34342
121.808433,31.498415
121.737266,31.383685
121.803105,31.500874
121.736891,31.383779
121.735223,31.385012
121.845965,31.318331
121.786234,31.49376
121.850048,31.305496
121.778006,31.341581
121.738275,31.38635
121.75119,31.380879
121.734868,31.38628
121.765897,31.483129
121.737803,31.38383
121.737145,31.37323
121.799307,31.487632
121.806498,31.499007
121.80933,31.497805
121.761189,31.485291
121.777349,31.340398
121.805896,31.49823
121.803111,31.500813
121.806121,31.498845
121.805225,31.497378
121.819223,31.508519
121.777462,31.498687
121.736899,31.383813
121.721284,31.385019
121.777247,31.34029
121.807858,31.498633
121.717615,31.379764
121.737694,31.383828
121.831663,31.484719
121.808586,31.499623
121.797698,31.510723
121.785122,31.509133
121.782883,31.500319
121.724925,31.497667
121.750865,31.491373
121.723166,31.396822
121.724527,31.497785
121.725142,31.508459
121.746231,31.499064
121.721226,31.397107
121.807242,31.497362
121.777672,31.498843
121.744983,31.50922
121.750944,31.506061
121.717803,31.379956
121.803684,31.15869
121.802213,31.172871
121.808925,31.150494
121.76018,31.161989
121.808854,31.157012
121.809074,31.151094
121.785035,31.174134
121.813029,31.146532
121.81162,31.1498
121.765302,31.11879
121.80559,31.151917
121.765689,31.206045
121.803333,31.150714
121.803795,31.149419
121.810394,31.153101
121.810586,31.152102
121.752819,31.159249
121.802518,31.147883
121.758949,31.171997
121.751645,31.221763
121.719864,31.236288
121.810087,31.152412
121.757631,31.152051
121.743006,31.172727
121.778282,31.134312
121.764225,31.180643
121.808304,31.156924
121.801399,31.150945
121.76472,31.20935
121.812593,31.145789
121.749649,31.169559
121.764724,31.209677
121.767142,31.168088
121.765609,31.171096
121.803621,31.144828
121.746858,31.173711
121.753401,31.201601
121.726642,31.155048
121.734036,31.231835
121.742176,31.232558
121.758092,31.174251
121.71616,31.157996
121.765778,31.149707
121.753751,31.178501
121.752209,31.177722
121.772477,31.11283
121.761938,31.168979
121.752259,31.220468
121.752026,31.176283
121.755078,31.163094
121.755098,31.213592
121.764021,31.156552
121.74929,31.174216
121.757196,31.115037
121.763631,31.153186
121.76546,31.149659
121.75023,31.197501
121.760262,31.160906
121.729492,31.213703
121.750625,31.196214
121.751093,31.22153
121.761774,31.152417
121.761488,31.151462
121.752623,31.190442
121.730641,31.213808
121.758562,31.116807
121.760135,31.152034
121.761809,31.152407
121.765778,31.149707
121.756657,31.154635
121.751106,31.221369
121.748889,31.179339
121.748818,31.179628
121.767499,31.139551
121.744992,31.182556
121.749639,31.164547
121.749324,31.174529
121.760065,31.152381
121.73445,31.136338
121.749063,31.172613
121.718028,31.219918
121.747012,31.1747
121.755199,31.17382
121.748536,31.175517
121.749138,31.172656
121.75229,31.191519
121.747029,31.173157
121.733261,31.249788
121.764633,31.15211
121.759282,31.1518
121.74255,31.188804
121.77035,31.13635
121.748973,31.170363
121.716148,31.23699
121.741716,31.186534
121.754889,31.147671
121.7576,31.106834
121.74412,31.233178
121.75639,31.148078
121.743412,31.172079
121.729361,31.155237
121.735923,31.132344
121.773539,31.128351
121.739943,31.187217
121.74213,31.209993
121.755207,31.144955
121.745118,31.233307
121.737562,31.211016
121.737661,31.210283
121.715423,31.204107
121.765854,31.127773
121.760717,31.139731
121.735044,31.199235
121.78517,31.114116
121.750368,31.146604
121.760277,31.194064
121.749545,31.146696
121.737568,31.215706
121.835365,31.098045
121.748686,31.172217
121.7381,31.172482
121.745725,31.149503
121.732448,31.214215
121.750755,31.143335
121.759341,31.099066
121.761009,31.152141
121.734512,31.171296
121.733834,31.210325
121.736317,31.224033
121.746586,31.146446
121.738541,31.158167
121.773814,31.167229
121.774643,31.115209
121.739005,31.158173
121.741288,31.232746
121.755151,31.116208
121.73239,31.200403
121.7201,31.154818
121.764971,31.11873
121.76359,31.125107
121.746386,31.146862
121.814119,31.094166
121.754925,31.176448
121.754875,31.176882
121.727962,31.213316
121.817355,31.094959
121.738598,31.161521
121.734498,31.200093
121.738069,31.156772
121.767467,31.106313
121.728613,31.213337
121.733994,31.231908
121.730616,31.228321
121.763468,31.12598
121.755984,31.116599
121.765131,31.119233
121.727959,31.173828
121.730723,31.213833
121.752435,31.176485
121.730308,31.207668
121.76542,31.113445
121.749096,31.149896
121.781867,31.105887
121.810938,31.094123
121.72842,31.213328
121.731731,31.144979
121.762629,31.111447
121.729868,31.228474
121.743099,31.174695
121.745566,31.173495
121.750668,31.143296
121.725835,31.218157
121.728785,31.15226
121.768141,31.112246
121.766187,31.118923
121.726327,31.230976
121.764434,31.118632
121.720912,31.206096
121.723698,31.22366
121.763114,31.125048
121.72659,31.163099
121.733822,31.249898
121.754888,31.12674
121.721907,31.196793
121.723923,31.233588
121.755437,31.11808
121.769098,31.112001
121.777599,31.134129
121.883273,31.00571
121.888965,31.005528
